"","act12h_018","act12h_019","act24h_023","act48h_026","act48h_027","act72h_028","act72h_029","act72h_030","act96h_032","act96h_034","notact_004","notact_007","notact_008"
"px:CKS2",2.014939541821,0.165328572139349,0.165280834323128,5.18961718745537,5.50063920034914,4.1713586906561,4.86629836204064,4.78217910585347,3.66435844699066,3.08475884906591,0.165123019234184,0.16505892453396,0.165110688211269
"px:TLN2",0.16530175685294,0.165197871799292,4.8235985015061,4.51153818832746,3.40038908352146,0.165165810636497,0.165277834431869,5.31556170599426,3.38993765755249,3.29839875001098,0.165236466097479,0.165182866765255,0.165289531826902
"px:FPGS",2.83338935238265,4.10918501612293,6.70539124873065,6.29125321241654,6.01395493993059,5.78308234729064,4.87733812192571,5.88575956667151,4.65370924621973,3.38189074165237,0.165185158239139,0.165167105971011,0.165239199812161
"px:GFER",5.04636257245825,4.71615880349634,3.0091078733253,3.32040581121505,0.165336172248438,0.165257180185377,2.85683225498357,0.165250303858983,0.165242781881315,0.165344925571188,5.42648698492064,4.13480284365061,5.13062253637919
"px:TNFRSF4",5.20434920487392,6.30612734255205,4.79155303288943,4.89953778068577,5.72015058658705,5.59920082040315,5.81937229144771,5.66236254384947,5.46918957443094,3.54471131156164,0.165230164945454,0.165149406024783,0.165044137813345
"px:UHRF1",1.81788418900619,1.92337852755173,7.78671025939233,8.79911822765352,9.32052286343459,8.89576349537798,8.79287327251163,8.5911871007671,8.90162159387975,8.04682056234869,2.84819341870014,1.08441932010518,2.00040797585324
"px:SOS2",6.90109586986247,3.48197662308863,0.165153582693795,3.32718615514404,2.78138700450068,0.165112115630613,4.06729118319592,0.165423144867513,3.19631464476929,0.16517050489527,0.165135722011418,0.165311265408901,3.75892076937308
"px:LBHD1",0.16529574968536,0.165306606332058,5.33368858964758,0.165291639477686,4.99673457601857,5.1894850489135,5.65785031986132,6.12291517415328,5.14949331533108,4.65471205461204,5.31116002480675,5.3385206206907,5.80686495343919
"px:CARD16",5.38389908021773,5.44122684654392,1.47739689858546,0.782146641742866,0.165279777858225,0.165206597420419,0.165452493550153,0.894578807127375,3.96364595003263,0.165244147241703,5.10766129351186,4.46189073949479,5.54778264313556
"px:BAD",2.87492933034975,3.24583229526704,6.85899385168975,5.81349851915795,6.62755012308792,5.75502222567599,4.68965253481142,4.3084224498072,4.86939414768938,4.53532883639982,0.165242192108198,0.165188126545098,0.165398732325334
"px:TYMS",2.38083072161443,0.791875039040064,1.90761916203002,8.77369873600498,8.65970228021539,8.61088896758574,8.74875633845696,8.52021604839288,8.08912408099612,7.93417846613087,2.5663499409138,2.65901535463879,1.83738324882369
"px:FBXL12",3.33881422280555,0.845858445629384,0.165057749787304,0.165008037670316,0.165153572226301,0.164971441520112,0.165397499888862,0.165451876133377,3.01811064370219,0.165342947126893,4.31177511202204,3.56098381769219,7.01514336746048
"px:FBLN1",5.73001046080733,6.32195244811538,0.165283180064863,0.165210839109248,0.165155143366985,4.10361213247348,2.13840844929706,2.14289755038484,0.16514980078115,3.72068365312986,4.2679094528094,3.99490512738304,5.56951052732144
"px:GZMB",3.03363962009931,3.01052695325215,6.46244330776005,10.4982139272055,10.4064297397133,9.94472969315114,9.38798134128666,8.24376647198084,8.21941675739328,6.39534109222917,0.834005678750906,2.02935073574104,3.79986469930526
"px:AZI2",0.16518522868559,0.165164534305716,3.52818250881543,4.31114012518686,3.61836399973376,3.87919353038468,4.60662440205265,4.49233168386386,0.165065155928762,4.06964397883046,0.165143940696464,0.1651743960166,0.165265045945928
"px:JRKL",0.165256884880226,0.165079158367495,0.165047474451722,2.99263970712817,0.165236489107261,0.165234079214043,0.165201454957465,0.165106201138792,0.165078492095546,0.165136601622416,5.8482742999503,6.5400290514244,0.165176788932991
"px:SERPINA10",4.48921055846562,0.165168913612485,0.165206301571473,3.4225761639622,2.79088945250467,0.165152171549351,0.165305262330862,2.27643585238846,0.165181536783942,0.165304644483257,4.13112091508767,5.85231208626116,4.23227366370748
"px:MKI67",4.47723510075808,3.84071030498321,2.98042704671971,11.3523598545541,11.4523867667393,11.48607114885,11.5976642076526,11.4161574965139,11.3649250531742,11.5521896728388,8.19688227867787,3.81882125067274,7.04776144837527
"px:EIF4EBP3",3.62367982806166,3.37802255908329,0.165035724421207,0.16521346444766,0.165419969622308,0.165187515113664,0.165165488046553,0.165110060342982,2.17700560211297,0.165107587582774,5.14943357451035,4.08273541447007,5.08270139245387
"px:ZNF276",5.53032164396534,5.35590599471634,2.61885308907463,3.39367601223596,0.165062042935494,1.49127784208097,1.49759249728797,5.07203235759321,0.16548413075058,0.165118048980411,5.57719737555865,6.28571121209318,6.12071395316105
"px:RAI14",0.165150837697262,0.165238347833661,0.165008962776572,0.165321897864107,0.165194174781672,0.165320856318291,0.165182894841685,0.165407537600786,0.165185535403855,0.165190417821803,3.86526341905572,5.95673127082483,5.76702572168502
"px:ITSN1",0.165200095517105,0.165132332974798,0.165052609566146,0.165100225007932,0.16522979747529,0.165254833607613,0.165217870930395,0.165351256188375,0.165249758394199,0.165225584180627,5.26585183037716,5.51625327576127,4.91828139464302
"px:ORM2",2.24110095188774,7.62961139558399,1.19486208562818,0.165247918693223,1.04201278252599,0.16541942545982,0.165363902401596,0.165145570698518,0.165119066397627,0.165190507111147,3.51195349614064,4.69012648857866,2.76232154057144
"px:C1QA",0.165185416495745,0.165256731824072,4.71396982940695,2.11893360164266,1.09258569641906,2.18089828515495,0.165290880659511,0.16537229335044,0.165186847498428,0.165174705961321,3.6389130861794,4.00380188578719,6.67144767712524
"px:CA2",4.64608416035694,5.72674394183192,5.42433626784015,3.81505607048267,3.67277064568399,4.14074908225925,4.09032416916725,4.1425223428195,3.54822508613621,0.165282467202639,0.165425311976814,0.165308583386785,0.165386996737571
"px:SSBP3",0.165134241881034,0.165296771463615,0.165352723955852,2.74547994131667,0.165197310766925,4.63673978173516,4.84886207498865,4.11895906258385,4.10570307094556,0.165359757400228,3.84901564426396,3.8861976195605,4.10611757439293
"px:SPC24",0.165262556366348,3.30427797377581,0.16509838437633,5.24631738901773,2.86131240556515,4.60275537672319,5.5223170170699,4.35232248871084,5.85955537806106,5.34978522412455,3.93404233479847,0.165193332026777,6.79252445351973
"px:MPST",0.165111304268382,0.165351561124055,2.07080215153078,1.7623039772017,0.165168037529891,4.08513784894854,4.62394578809045,3.72664107437928,5.38437819700483,4.25393705709738,0.165188109586157,0.165280289531946,0.165254955132143
"px:KLHL42",0.165253233866773,6.64807893711139,0.165121954856299,0.165256023915305,3.57481356505129,2.89512925159542,3.00468397599251,3.02963024050587,0.165260338094913,3.13670844738891,0.165245759926201,0.165229566644595,0.16515514375388
"px:RNF220",4.56784993110556,4.30565633127458,3.69862739977844,0.165247237630716,0.16531319249393,0.165124227009435,0.165269155330791,2.12386960604415,2.6385342720162,0.16540547650114,4.14965387177654,4.54753449918385,5.19224700137507
"px:BCL9L",4.92939471360064,4.58107436547495,4.20682626697352,2.31514601751403,3.64220812978177,0.165143799846128,0.165299559475582,0.16526659285985,2.7119977461174,2.96607507421497,6.28077555145649,5.80133516209717,7.08194242637016
"px:SLC1A4",0.165430267539697,1.11932315807416,0.165214494706298,2.75986863070928,3.02448619496261,4.86264773390515,4.76471100371809,4.62331989896722,5.98182917680963,5.15770542647385,2.4989269517534,0.16529501648032,0.165269556577055
"px:SLC25A51",0.165081655798563,0.165262410713618,2.56221462254119,3.93407722612621,4.31145742550497,0.165225733748713,0.165227628289723,0.165269415799916,1.93184711756842,0.165247154924157,4.77316750249975,4.9428096346241,3.57834099334805
"px:CKS1B",0.16511942246764,0.165328632996095,0.165323502454501,3.47587461615577,3.53979206730621,4.14783543601394,4.18782531474951,4.1223605702337,3.72483546881278,0.164993213707131,0.165195080305364,0.165324632461226,0.165324947496358
"px:RNF13",0.165283469801755,0.165286783342473,0.165293761803532,0.165260452964001,0.567964959329293,4.00648591940339,4.05531540364055,4.2201739818662,0.165390176044402,0.165368776535999,0.165300407506247,5.63725390262466,0.165251738977073
"px:CDCA5",0.165118404009779,0.165336569274021,2.80910814776478,4.83267266834843,5.49095226395222,4.74071358135522,4.93596766413683,4.56138323346049,3.96511762817395,3.84091791589709,0.165221625542776,0.165001282880097,2.183981990132
"px:MFSD6",0.165147170204083,0.165325767127326,0.165201209031281,2.00327860727636,3.51960895319663,5.18315355151622,4.58255846988116,4.44729807330916,0.165078738903606,4.4529868562675,5.35206901880564,3.9274945634567,4.09612059329598
"px:TIFA",0.165312893549828,0.165346189181501,0.165252985225931,3.51250051680758,4.01423209572408,3.81939597710432,3.81962369773671,4.4243372476093,3.49093564748057,3.85739315246475,0.165464607829565,0.165029158105427,0.165026602939721
"px:TMEM102",3.60064559278017,3.23882461717251,0.165232723579272,0.165238215417725,0.165292736377677,0.165079929604536,0.16515905015348,0.165258449142188,0.165208449641997,0.165180623679191,4.52695914815352,3.22158301410705,5.17988879131752
"px:PFN3",0.165258192669457,0.165373648880874,0.165274742908278,0.165357332528345,0.165302908368152,0.349491237209382,0.421076931454244,0.313462531280487,0.165205996121381,0.515070003274049,5.31702431242391,4.54413056595763,6.24099506551129
"px:TRMT11",7.39910704975275,9.44473700664787,2.60907482129736,0.165343595426739,3.26327956106843,3.69940798657425,2.7840353062293,4.3742410795566,0.165215706932196,3.68549017964914,4.3676944900817,2.74151844884823,6.11063932856177
"px:LIX1L",0.165295019580186,0.165446961262806,2.65459756140974,0.165233525215669,0.165235528607352,2.69399189070415,0.165240866607408,0.165114329992317,0.16528650705239,3.1401726372293,4.90485882904513,4.50952392594735,4.22186785946234
