"","notact_004","notact_007","notact_008","notact_009","notact_010","notact_011","notact_014","act12h_018","act12h_019","act12h_020","act24h_023","act48h_026","act48h_027","act72h_028","act72h_029","act72h_030","act96h_032","act96h_034"
"FAM136A",4.13712815088438,2.87362663280342,3.44413426203294,4.27130760790371,4.08244552549964,3.15385062671453,4.14690023998201,3.94759496877256,4.5913751158687,3.64182582524271,4.88488176936568,5.35429409958087,5.66802680967996,5.37430744993984,5.44305592324073,5.09193676766629,5.0539511077904,4.89791504233293
"FAM160B1",4.76403204645073,3.80461552863903,3.84421659691216,2.24275700510992,4.00018011642379,3.68245876593058,3.25126366666218,3.50364026263592,4.41951892198109,1.60942588840776,4.25582574285461,3.62489030788071,3.4159203584969,4.51671490204824,4.47197983570831,4.27546422812032,5.19094397416198,4.68742913882725
"FAM160B2",0,0,0,0,0,0,0,0,0,0.954813813087886,0,1.60489385049744,1.64519433330573,1.87712649313021,2.86341572948934,1.87748398395132,1.98736028524417,2.37728797648738
"FAM162A",6.89371300805791,6.54241044017267,6.80370919809624,7.11231182516906,6.93921190180297,6.57939539849042,5.09273089162386,6.32909221400002,5.66747697388475,5.90798046336526,5.82000683740107,5.87925170901544,5.76734347956549,6.93545889843909,6.97630634392174,6.9291583559522,6.58592499517627,7.46623472484058
"FAM168A",3.04184160288493,3.26934526059408,2.24147702708276,1.95957872596664,2.9923017256424,3.20649481709003,2.33960312975872,2.01262918886173,0,0,0,0,0,0,0,0,0.495563847462366,0
"FAM168B",0,0,0,0,1.59163368162669,1.78424405908591,0,0,0,0,0,0,0.786845207219195,0,0,0,0,0
"FAM169A",6.71363032342653,6.40325611927277,6.36550686375771,7.55239886698859,7.0762835757181,6.9074816710645,5.89440212503414,5.85463656782782,5.9079376320502,6.04654278952958,4.91899656682629,2.18624302729927,3.72890200231569,2.37967768302413,2.13596461157291,0.818878928569915,1.91926062370492,0.601584710430591
"FAM172A",2.43637514230852,1.31111732084107,2.45830485652775,3.25375238972141,3.04092472684136,3.71011197269845,3.24291461731409,3.17910802192286,3.37937636177323,3.16736764990842,1.57313567783401,1.37399543055748,1.45691006913382,1.77681565773796,1.69226213861264,1.37142078259438,2.35149825563616,2.70429140682724
"FAM177A1",1.8806279793973,1.44428201832183,1.08170063767681,4.23500451807645,1.03196612072062,1.03820110899774,1.05839473450808,1.50645124794501,1.31042906260467,1.26136243228476,0,1.95853650089236,1.73010810733601,1.42956054319213,1.70446751706799,1.40879021646324,0,1.32629071719244
"FAM193A",0,0,0,0,0.940723035454476,0.953258564739875,0,0,0,0,0,0,0,1.54642563423836,2.00047661476553,1.55400867485085,0.812892241631514,0
"FAM204A",0,0,0,2.15257437803542,0,0,0.941201605742557,0,2.12894547814392,0,0,0,0,0.900238878124977,0.937024222702661,2.88192543573698,0,0
"FAM207A",3.70121042551436,4.08177637921475,2.90460753785241,2.80372152464793,3.91802873845992,3.41624841800125,4.25490714370069,5.21508562348759,4.07892898415082,4.46825738161714,5.60245882043446,5.68934386639657,5.44857434903902,4.71752402441544,5.09699703653036,5.13678551904249,4.21681866905003,3.92622716579614
"FAM210A",4.11601369283242,3.70741991177936,4.17064246150444,3.46163725792952,2.25404419839207,2.53737772372036,4.22666194192739,2.88510944050556,3.70302466224196,3.89606203476286,2.20873567331571,3.27648204370852,3.49929151899882,3.97160410679906,4.04372657831119,4.32388702866732,3.43791381038525,4.88001527414737
"FAM210B",0,0,2.66869828579001,0,0,0,2.8626717047702,0,0,1.17077733667847,0,0,0,0,0,0,0,0
"FAM217A",0,0,0,0,3.89665106633979,3.33378386952453,0,2.33482662894774,0,0,0,0,0,0,0,0,0,0
"FAM222B",1.75546547692093,1.39666160107309,1.76241399423247,2.03015055858045,1.67689242971264,1.81378442475203,1.77814025871451,0,0,0,0,4.54048792890013,3.58312137064536,2.57448843817311,2.59845238186328,2.89810660015984,3.08768463939276,0
"FAM234A",0,1.49523384526515,0,2.14757513777976,0,1.96897769308223,0,0,0,0,0,0,0,0,0,0,0,0
"FAM234B",4.53543867695978,4.38364935558286,0,0,0,0,0,0,0,0,0,0,0,1.62698335282272,1.16930694820601,1.14537315955047,0,1.3438678389153
"FAM32A",3.08955024029362,3.09681602820471,3.43221649368379,3.58650962667121,4.34968813011832,4.2201730431155,4.67667456440597,3.08390821930625,3.01798726918276,3.76767051697093,4.11208592016293,2.84392050325721,2.58955812853439,1.9585792916515,2.75032839655128,2.58468039198223,2.60298906369834,2.34832415069519
"FAM3C",3.6236920582207,4.15240138223395,2.91058233662411,3.02335245722971,3.9218820562242,3.76731118677685,2.59155251350854,3.60454351807942,3.18840533704829,3.45732804810568,4.55160769177899,5.03686332794854,4.7034698932319,3.95376501153192,4.3134760201853,3.62689059566737,4.37251519907931,4.26622223003966
"FAM50A",5.99545111271308,4.91948458598038,5.8932184675088,5.37833220853013,5.17659324620372,4.47979264736944,5.69456644416931,5.95100464209765,4.78822815829903,4.88296326969936,6.18477375294801,5.36387404888175,6.53415585675099,6.36110235195364,6.18193207752759,6.54066811955783,6.01171096568062,6.58478150430973
"FAM50B",1.90950944275399,0,0,1.62724310888186,0,0,0,1.78473442429908,1.68248667365981,1.6350899773557,0,1.20555803200716,1.29178611946691,0,0,0,0,0
"FAM53C",2.99259903614244,0.899799415668667,0,0,0,0,0,0.964426121183699,0,0,1.36411879723649,0,0,0,0,0,0,0
"FAM76A",2.6555826548136,3.00995922118383,2.95051585247557,1.96485261383693,3.66736713405781,2.78645922084351,2.75356882599264,0,0,0,0,1.26686671095006,0,0,0,0,0,0
"FAM76B",4.44046140124054,4.00734990545488,4.21295993007714,4.28819678519564,4.20315409612416,4.67372580172102,3.98319518068778,4.13058623242836,4.40160109496719,4.69528928685603,4.72910835372805,4.60229974667207,4.3883608984797,3.60844502842524,3.33379614559157,3.77094941475827,4.04098379741087,3.51557627408591
"FAM91A1",3.8274066746059,4.71428435540298,2.15930117534845,2.85573635299541,4.08583849274752,3.94220051261675,4.3115111058708,4.21872036673894,3.59837272574986,3.897341835603,3.6728940920566,4.69699614931046,4.66544227364172,4.79931005082029,4.74416453064943,4.74557991106004,4.91858017867506,4.66084171292597
"FAM98A",3.11101051425794,3.59834481827473,4.34087687775718,1.71694306994482,3.28403236628891,3.22964782630299,3.21611803449071,5.16139487447607,3.97822885079217,4.40097984777414,5.53234613508135,5.95770465355024,5.56750704866825,5.96131758957013,5.61272961707983,5.84414637585933,5.41968099197482,5.6368677061529
"FAM98B",8.85764876325218,9.35939191212515,9.088187744405,10.0609516222315,9.67443643334933,9.64857304445371,9.03313093961283,8.51342023851569,8.58573565329441,8.90118918343074,8.22238179761412,8.07101307871689,7.91873394239087,7.85330444253704,7.88925829817737,7.88528639529651,7.93541995090804,7.68290880224908
"FAM98C",1.22954792422267,3.19541592103521,3.60371369314389,1.87575304978936,3.03064946437138,3.77927738328563,1.21363782814118,2.67404827398581,2.57667324929207,2.53640070993082,2.77344576168617,1.32250550806833,1.98663881865612,2.39621487114987,2.43316017462087,3.08306967633879,2.6573953776129,2.21721909285098
"FANCA",4.33239381943196,4.74158952354495,4.51369339472268,4.90655928287054,5.36831465379708,4.52786611053616,5.13007015309275,5.31374290731491,5.00559482568346,5.09129561997473,5.29589606063084,5.78043554792024,6.19361684233975,7.27299851309345,7.08879996397791,6.90693530845844,7.56366721614199,7.15874112122651
"FANCD2",1.1494497268549,1.19512190888984,2.06315807661822,0.302972777983398,1.16047547524561,2.83478004089136,1.3307486264694,0.242600086506781,1.83575827163236,1.03841746363326,2.68852755187714,6.88653095154318,7.31551968188375,6.44203356847186,6.42954331999232,5.59955475119528,6.64090488616852,5.42356205429885
"FANCG",0,1.33927695278053,0,0,0,0,0.348447096286316,0.847711573606193,0.599069933888147,1.42888769204165,1.16268971230214,1.56231583718801,1.49485822109147,1.70454214366161,2.13209187044637,2.00222468637369,0.913639049691624,1.56816794454715
"FANCI",1.89162510871592,1.70933570084429,3.8686109572791,4.57173088530175,2.41374252307663,3.65319360229661,1.72582495810949,1.84363822318334,1.3012966123102,1.65578504311496,3.61944032773838,8.91469311403977,7.92841265094165,8.08049389704736,8.60017813935836,8.67118703269836,8.39150745508462,8.12971122093951
"FAR1",1.5438294778175,2.19934557620746,2.46157068949244,2.28719244983306,2.09564981141258,0.515136116306279,2.59676355033791,3.59293485219256,3.55987173452542,4.29067260486962,4.11089288948911,4.61967618585708,4.67391734561753,3.87306562615451,4.16016845099435,3.54245128155335,4.36225447983601,3.77993163429908
"FARS2",3.89474108121104,4.28422662846106,3.58072992827596,2.86164046771797,3.35725434869382,4.37084433607936,3.49546681585135,2.97516328158241,4.05837453489422,4.13245259479183,3.8727928775944,4.69500939326449,4.07720899786346,4.33760734015993,4.67383950680428,3.91520320864531,4.17691062030676,3.67779747112648
"FARSA",7.51639849499574,7.91052435039458,8.11125605804031,7.91467479732878,7.48661952931138,7.7223197197765,8.03069455390976,7.88203190788912,7.82884829268083,8.30881923701799,8.13883420541957,8.26867855717397,8.1601778102655,7.97447470618333,7.83975521769517,8.05008158366991,7.70100372668386,7.99908893268952
"FARSB",8.22253238491553,8.37581692218117,7.83714522815799,7.38902063847857,7.90112047347072,8.15678418702292,8.55034144729433,8.40970022818496,8.93914086714182,8.4119527030704,8.66970964910869,8.9092463096282,8.80855480194358,8.64067364770793,8.83025124187715,8.77061821021559,8.43139099098623,8.57169463248979
"FAS",2.17339315218722,1.73974728800359,3.58203558054904,2.84757900248228,2.15187706250905,2.48760238760076,2.18595810151511,3.14537604079019,2.01806745716984,2.83622429643527,3.45324385073482,2.53887415545784,2.37602545476364,3.51746916716688,2.63870357158446,3.01849085318022,4.65331842632713,5.10937371019479
"FASN",7.57365400690827,7.89744153695676,7.70639426506376,7.30711503203288,8.06563682201457,8.02066355071749,7.43131096339373,9.93532756180241,8.96227267220147,9.62570867776729,11.1028483365314,11.3907925093154,11.7915454279695,11.317031321259,11.2867671763566,11.375183029974,11.2547041305677,11.2537995197405
"FASTKD1",1.40689849664164,2.04329559776785,1.95348362051337,1.52514532163921,1.66485369730637,1.47514711715225,1.45945699193554,0,0,2.90394457575253,2.50004114997553,3.45384632583509,3.16738317555234,3.3588300592616,3.20148357412779,3.29137776761448,2.68844047179405,3.32201343163593
"FASTKD2",3.67720370152663,2.83454640299582,1.07791679846859,1.96815491268965,3.16269553779759,3.8414458706027,2.97832995480645,5.56355176082525,4.49247556907398,5.10130303310575,5.71232655435866,6.8059894747845,6.48398967788246,6.24743541643719,5.56278053110418,5.88277489850068,4.73417212340994,4.89282084735337
"FASTKD5",4.2278993287456,3.22417408695629,4.3259777984885,4.159254294653,3.78069022383705,4.5571627360982,4.23479950287575,3.69479779035851,3.73205490235918,4.34523240120918,4.9164844626262,5.64013146080343,5.4918867076907,4.71240548720279,4.96826575433581,5.34589345173949,5.2485737321709,5.28040074043089
"FAU",7.61511305374816,8.32074862961445,7.64659000226491,7.3491489208752,7.220914007424,7.39893720342075,6.74263528519503,8.7339529056861,8.21810701840801,8.72772441899449,8.87161728162136,8.65578717822771,8.81172517802301,8.63794478695927,8.23433615367389,8.46452774330835,8.03946929722963,8.54604181622243
"FBL",8.60435997749578,8.49736011400043,8.90768363525126,8.13732386080205,8.98999605755707,9.35051517296784,8.55646406424335,9.7523391447198,8.92857978021795,9.20221339299039,9.38547108502863,9.35262111268115,9.3531662754549,9.08348940921411,8.94646525344097,8.9341544831473,8.44783381507285,8.61663419750518
"FBLL1",5.64721176003863,6.74016902985934,5.78503447117059,6.66121103779564,6.56395418164096,5.43669217236571,4.51475763179868,6.75326742716023,5.98599208218814,7.21199474322389,7.18229982503473,7.05171538160415,6.67875890381489,6.02661482006942,6.03030080263641,5.38369317508957,5.93566321506371,6.18207464445769
"FBLN1",3.58320538222994,3.34320036786578,4.87385536846655,4.25290964652805,1.82921413227495,1.71997311980092,4.92864105822845,5.01838221554728,5.6316911625845,2.09056934628694,0,0,0,3.38231785067042,1.55545643306632,1.56353033865904,0,3.08109227187402
"FBP1",7.67658808928068,8.58105558717317,7.69938479050395,7.02721761105679,7.64723717282288,7.11206654781625,4.75976155587886,7.05561622103279,6.97869293434206,7.47415963368346,5.86058060419271,3.59003675932008,4.0091658576785,3.33455639654393,4.47695180999115,3.11176588198069,2.61177655224689,3.80405396711628
"FBRS",2.02548184281371,1.39987663965196,2.74452059074161,1.68459486388064,1.32313559339291,1.39695547093986,1.37870954165347,0,0,2.07668275360113,0,1.41115024071784,1.58695903172461,1.33549132233051,1.22538284129104,1.5073944562139,1.26731386042383,1.19009377011217
"FBXL12",3.62718124683014,2.92313007857168,6.3106880677243,3.64415333491695,4.10047556442405,3.73500388896953,0.27144016737609,2.68532564359774,0.50221169271551,0.921261701209468,0,0,0,0,0,0,2.41033142081813,0
"FBXL17",0,0,0,0,1.11424387023027,0,2.4227188377428,0,0,0,0,0,0,0,0,0,0,0
"FBXL20",0,0,3.54534133047451,0,0,0,0,0.978304357819088,1.01014716468443,1.68087639587889,0,0.661787898754744,0,0,0.644384358966707,0,0,2.17065507010406
"FBXL6",0,0,0,0,0,0,1.94497816104218,2.19518677830672,1.1641183028537,2.16856277985294,2.3305557076747,2.51474150235571,3.88349600694102,0,0,2.53625669446378,0,0
"FBXL8",2.33574866702427,3.30522333804632,1.25719286050905,0.929223262869137,1.18315519891823,0.821230893532422,2.47479545687098,1.52470683495985,1.58544708707226,1.50291786105734,0,0,1.87847833299999,1.64230841573184,1.79489897450191,1.62373981724772,2.02729243127434,0
"FBXO11",0,0,0,0,0,0,0,0,0,0,0,2.86635621089127,0,1.95095401022236,1.94296854195062,2.51776857140724,2.0646555964812,1.86430355832794
"FBXO2",3.69289749856008,4.26829789147056,5.19156153808995,3.76381899282578,4.04185981097412,3.72998799024571,2.10763059588214,3.16723526050176,2.83147453648894,3.45012356859021,2.23081194326836,0,1.50750921688401,0,1.12418356447709,0,0.999441481749234,1.30757858934476
"FBXO22",4.62979267505964,4.92501431051399,5.25101332836922,5.01747914468628,4.14604856044114,4.42079139103747,4.20769263053822,4.05715234574642,4.694052263569,4.33593545065851,4.30036117954423,4.19907130983624,4.71054755563368,5.39278378749212,5.32510175437708,5.10284383394969,4.49852951071541,4.74022093627936
"FBXO28",3.5582157316572,3.86488430717258,2.46062854211228,3.23778206263724,1.81005157352139,2.7501354851717,2.72280365044877,2.7900251315182,1.99985577170862,1.94149283683924,2.11968386348079,2.12054315804367,2.17034712660613,1.37828887667065,1.43418361045966,1.67425751665808,1.62134280964725,0
"FBXO3",3.15266308828862,3.63029348898994,3.73271986445252,3.07679396363043,4.39065718755048,4.08780807520007,2.51642359694522,2.65433697751359,3.54435322442129,3.22810015441356,2.68388356537912,2.68133287263558,2.08598774002325,1.898312027035,2.84485881591756,1.96486601770421,2.38965108742102,2.2568045453446
"FBXO38",2.99618737605649,3.06990754738422,2.39968129951663,3.42437421722064,3.55106604151169,3.74362265697695,3.10050808270264,2.72915190353253,2.46370933206348,2.41580274761811,3.15525204927782,2.53409532197591,2.71263765991442,2.45758816244894,1.78073951350673,2.95115676089444,2.30555903188606,1.88365416400815
"FBXO4",2.3241105911312,2.74595203128306,1.92261148171258,2.98462909155106,2.65901712585056,2.28269506428363,1.94601497248663,2.24522601972983,2.9873060036311,2.90490532398057,2.38034903635146,2.19474576721035,2.48632077033135,3.17918342696463,2.84406575150269,2.77406522413639,2.82704856874555,2.88166271238929
"FBXO42",0,0,0,0,2.23103682031019,0,1.95873548418421,0,0,0,0,0,0,0,0,0,1.26235146901196,0
"FBXO45",0,0,0,0,0,1.35954728787744,0,3.33790156595033,2.88299237441261,3.41232701393186,0,0,0,0,0,0,1.62745597177905,0
"FBXO46",0.575778486492586,0,0,2.20652511400215,0,0.878580775754744,0,0,0,0,0,0,2.16941654732207,0,0,1.58161863566457,1.42695006028631,0
"FBXO5",0,0,0,0,0,0,0,0,0,0,0,1.69612899983997,2.07416100598227,0,0,0,0,1.48327679126274
"FBXO6",2.09258225411581,2.70423028748448,2.72999491519641,3.08789398315826,2.95522334752268,2.5795518981309,1.552205274886,3.02709632041303,8.16532666901986,2.14270528687756,3.90985669450944,2.47028938093979,2.42416675550123,3.53071418992523,3.04926626666071,3.09549664185551,4.84379687536025,2.49283501491144
"FBXO7",1.9617143019364,1.95923513075356,2.07380153768766,1.70368298583659,4.24045260928071,4.52902219718434,2.08630485657111,4.08668840196789,2.41199612040831,3.88474902576481,2.87897389213943,4.46677655573549,4.25700700858179,5.23767706010013,4.82225040703991,4.67809214997481,4.18468083956005,4.72521459422557
"FBXW11",2.22213942436213,2.94456701094565,3.60072888397204,3.71095883029841,4.32941046124877,3.08813121298392,2.8289690145341,4.04126872983298,3.11989169667264,3.72033016026657,4.23057874808103,4.22336215046662,3.73977698477166,1.94957251848232,1.97132862420829,1.95867622184248,3.29005356229953,2.63895748993968
"FBXW2",0,3.07598915059185,0,0,2.64162634747179,3.41749725593704,0,0,2.77528664112823,0,0,0,0,0.95319734578696,0,0,0,0
"FBXW5",1.37020011559507,0,0,1.42491535896942,0,1.17960064136474,0,0,0,0,0,0,0,0.839147601864785,0,0,0,0
"FBXW7",4.12276604794664,4.79906493536586,4.83822791804163,6.20198010453596,5.64376022141651,5.04547459621547,4.43038342234501,3.63507194546516,1.79686203765508,5.35921988879918,4.46305035346605,3.86217960552863,4.13892125388606,4.15604806771798,4.8334097355197,4.2093653080009,4.34629512556601,2.43360308750407
"FCF1",5.43494326889293,5.32690435373853,3.50406380271242,5.36776624817452,4.64896383260488,4.53674622753419,5.344049084552,4.56338225082271,5.11465646386134,4.47887527327722,4.95235684513464,5.1175275428195,4.95548619821663,4.18770724668472,4.40458958751175,4.11226356627663,2.58769705559966,4.28483677300272
"FCGRT",2.95082289652968,2.78186657241652,2.85804614425398,2.78400203331592,3.17845134953413,3.16615850466202,2.79378516652547,0,0,0,2.768797947186,0,1.71540062568145,1.87315548496783,2.15963103400561,1.87439289503884,2.68006119553311,0
"FCHO1",5.03423586795491,4.96538274346759,2.76656223320181,4.01855479162622,4.38828592773149,4.21202838358624,4.64360350532124,3.77904868528868,4.07562274446208,4.86783605616346,3.75043011744128,3.54812142849574,3.19499595164006,3.53267004432579,3.77083671105351,3.45104155427639,3.73292159342036,3.2400640886333
"FCHSD1",4.45664513740974,5.07508703913255,5.06368285055651,5.2252270059109,3.87647608990421,3.93961803544713,4.16682023139672,3.58593963740999,3.1125657088562,3.42038849733693,2.83891572394373,2.98286559052222,3.37081420862479,3.68875175818198,2.60664839604117,3.675208603184,2.29239654880289,2.79417449987604
"FCHSD2",1.64353658946324,2.02167204003485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCMR",3.66452565358219,2.0444436075221,1.83433071617659,1.44524360156742,1.93894586415711,2.21312186375949,2.47195289482421,0,1.58646600958258,0,0,0,0,0,0,0,0,0
"FCN3",0,0.757182018427425,0,0,0,0,0,1.65395021072103,1.98977854255908,0.968607843450905,0.583197075647991,0.517354215805764,0,0,0,0,0,0
"FDFT1",3.6606869343452,3.24266619224041,3.86962248250537,5.31073664211371,5.52232748140687,5.60440229252757,3.84822932626235,4.58787532652666,4.03959075295419,4.60709034842975,4.74152637219924,5.09350037731312,5.00970599783687,5.68303606718039,5.78417072578099,6.15320353264757,5.36875593631111,5.83973773314148
"FDPS",6.89984396632036,7.32881779599307,7.1780789204085,6.57458942709613,6.81785410929719,6.82884614522394,7.21852549902045,6.89724829409383,7.07900881977333,6.93737604479435,7.52622766418607,7.64753491313982,7.70276390878375,8.25737343655535,8.31406052891429,8.16557861364365,8.18505498190964,8.31354395631476
"FDX1",2.78166495075766,3.5673845818334,4.02741671575612,4.20198889023132,3.71917460237996,3.83117127816386,3.73774409923784,3.39021820216337,3.91867576707865,4.22004927694879,5.23328592646797,6.02770647122541,5.81947450747619,5.75910478283556,5.91348712592228,5.58862407668775,4.43835288949875,5.41467723002332
"FDX2",0,0,0.154543502579738,0,0.956544128555944,0,1.20004524032868,2.19323264899202,2.09648257650612,2.29462274719797,0,0,0,1.53539908921939,2.4997631591338,2.92289280943073,0,0
"FDXR",4.85382910754406,4.78989920408911,5.32759799318326,5.49727974316335,5.34442087550464,4.73375380117731,5.97608566993698,3.77506235324032,5.20442491009865,5.34172089741258,4.2419194314996,3.02831305868036,3.93056453714748,5.0505143504181,5.75835649716752,5.18776948557974,5.74179662833338,5.84190126777584
"FECH",5.45839716018063,5.90851645981753,5.7359300604918,6.36439741582299,6.03446857455511,6.07906859128189,5.05947115019836,5.28600943308462,5.65120508689983,5.45530833472738,4.53490509350548,4.03678483880025,4.21276336963834,4.9953611809911,4.55871820813278,4.91827076313939,4.99009328110263,5.10130698677668
"FEM1A",0,0,0,0,0,1.3622129579581,0,1.51009908254293,1.95364893428785,1.49107820596586,0,1.40889612563281,0,0,0,0,0,0
"FEN1",7.91088704600991,7.62001154445015,7.36326001724196,8.55042331760283,8.31893004258623,8.25453432260488,6.91247182884334,7.34377131877065,7.34243640753024,7.35968653798351,7.42506350945768,8.63810285742954,8.76292878141967,9.03203139378011,8.91454644468748,8.95463352832026,9.33827350851672,9.08837067798171
"FER",2.77330617958273,0,0,0,0,0,4.29437462849561,4.01968262983945,4.29587164332748,4.08580137401273,0,0,0,0,0,0,0,0
"FERMT3",10.6881215210151,10.7739984780909,10.4467618270468,10.8370397799932,10.4960885090452,10.47862048411,9.75439831935718,9.63669572033609,9.81217439460642,10.0157211315052,10.0772981806387,9.8340206009843,10.1065054349872,9.98544039724347,9.99597231137017,9.86241364474889,9.65407632849102,9.90279975184057
"FETUB",3.8885585578062,3.18055596052261,2.88792940397731,2.80468729074219,1.24582735804488,1.95616927970686,1.69782587893341,3.37380605892209,4.94186366414594,2.4426861173526,2.23945615297373,1.69503308401858,0.784401189329625,1.2488238147608,0.617353308267997,0.604435462837078,1.30360680133791,0.732975329907475
"FGA",1.34882072027673,0.351872818938759,2.54642658149747,2.95508814264216,1.33887544056134,1.41184594845621,4.99585882824777,2.27918751941598,2.29178880290411,2.5341425594882,1.55238378037738,0.867373388126525,1.15190002553378,1.38139296109931,0,0,0,1.50480076636521
"FGB",2.13046784084135,0,2.63916488237599,0,0,0,2.94461331549399,1.26756589301894,2.71197514796219,1.25764564094144,1.59220633709235,0,0.71526847838173,0,0,1.94691904259161,1.27997743723514,0
"FGD3",7.25673626276762,6.94867104804276,7.24631261696746,7.33209503458937,8.37507932649227,8.07940792200015,7.72700964497221,5.96433977021392,5.82069434021327,5.84294201981868,2.81827957322791,4.72107823935773,3.88916357508065,4.9897752791621,5.26095221826228,4.95920417224136,5.66618428014358,5.7328691660811
"FGG",3.62926249610669,3.12779043065615,3.74190732164448,3.13470512498041,2.27208876568171,2.61509532373531,4.96679050488354,1.21722747951276,2.33303685848611,1.22232734319227,0,1.32562507466566,1.20989655012743,0,0,0,0,0
"FH",8.45233503762124,8.69749729412053,7.94638999947621,8.59502548048637,8.95830141039687,9.01736385662842,7.46248268878754,8.02956145405189,8.00556636927596,7.67416576730669,7.90027822526062,8.36223796709974,8.28235068098698,8.28791641092106,8.3837420556272,8.43912516425105,8.66352857901008,8.44673287052293
"FHIT",0,0.961437577697738,0,0,0,0,0,1.27978654596257,2.02649364128283,1.26580703499222,0,0,0,0,0,0,0,0
"FHL1",5.78820520223425,7.45807421026246,6.87253846887966,6.39880263053954,5.89130277078017,6.27734833347991,7.45262213094318,5.91284609053268,7.17563126633475,5.66725047017168,4.98251018014196,4.71912226312988,4.97129302252375,5.09797388241118,4.46443065085573,4.56337347653504,4.32935499882019,4.44793997566962
"FHL3",2.71573749629283,0,1.90878896840296,0,0,0,2.11473783265314,0,2.75476401288965,0,2.17214321699496,0,1.28200717460952,1.58902746977229,0,0,0,0
"FHOD1",1.58716247467777,3.60287372345738,3.88538719438097,2.87320224314284,4.02681388290414,2.65629652273096,2.51551892502617,3.1079346596864,2.36106150553421,1.86475048756696,2.8754329580384,5.86492883531428,5.09907758757388,6.04552563286857,6.22492396004827,6.22467345988977,6.06334843842141,6.06956545966199
"FIBP",2.38146216922782,2.52752950927137,2.79107028122454,2.12870415837151,4.69487306269261,4.23008544653303,3.96136113910085,4.0377312358093,3.96783985546972,4.37676415057744,4.17295969113379,3.70022389337978,3.94166111674683,4.86283353140552,4.33239855543521,4.1925756439357,3.79285924979105,4.40258257005561
"FIG4",3.02056256101422,2.75977411446092,1.45291224112314,3.94487739855277,2.46137612406488,2.73995916655081,1.95501852072952,0,0,0.630513672967305,1.51655590588974,0,1.60938119650724,1.87792532703532,1.86974948638722,2.354753146779,1.80920100083039,1.63096012071964
"FIGNL1",1.22112001674462,0,0,1.52012437355401,0.685710531170228,0,0,0.53518946449609,0.538408030423323,2.11722287714734,0,2.14582991184987,2.53343960150864,2.50593210952295,2.03992685959402,2.46722019871649,1.61919240510408,1.51411235953758
"FIP1L1",7.07566657577601,6.85228206042946,6.422298660685,7.6365215671243,6.97354341043158,6.883248481637,6.70794192989814,6.34017954746674,6.26935291827262,6.65488263958247,6.35242582287244,6.11917457730778,6.1255535309791,5.8884440556993,6.04004772340175,6.01849197834472,6.1140062069193,5.79957129676976
"FIS1",6.2322281151516,5.94665168229038,4.8167401757047,5.37591719398104,5.5415004381777,6.55806084174147,4.70884138145438,6.33026080401004,7.06858659854935,6.60722486305799,5.97764919065321,5.9931241660227,6.40634480838528,6.06855177603452,5.85130734364128,6.00462126594746,4.81286169503806,5.76040951311531
"FIZ1",0,0,0,0,0,0,0,0,0,0,0.849455143808289,0.782290096436746,0.719705551596088,1.16025699478721,1.31709841435281,1.43680911788023,1.94953298978079,1.69362969779004
"FKBP11",0.936323288391709,3.686552503091,2.29597120119085,3.70657342351594,2.18892048356599,5.12266203903759,2.31391332360557,5.26640331892,4.60072988894502,4.87927026586905,5.46785463924138,6.02561534499385,5.82451373179247,5.678434706294,5.57312060085758,4.78779035081269,4.4102844881869,5.14582903751151
"FKBP15",5.53644763104736,5.62892386123898,5.20988552076323,6.84106853746005,6.00261646306733,5.22324810620188,6.13679828032337,5.40176139014716,5.46767180393954,4.91706922481314,5.01688320148797,5.25290424636843,5.41540818151107,5.4471521395538,5.53607695086589,5.68667808340366,5.65451582250663,5.68966518443519
"FKBP1A",5.3503609836361,6.63448291624234,8.16629430722941,8.32288424767707,9.12848243923826,9.04524735215815,5.39258407373898,7.69763230002496,6.73838879625835,7.69501522026341,7.83963377516435,7.89495925081415,7.69659891160019,8.1919076009139,8.44175035631248,8.04749086864066,8.28456986110208,7.98902175986992
"FKBP2",6.84409639464966,6.89742461433007,6.7675435434185,6.30778372102448,6.53525117661434,6.46316027313603,5.57243249660416,6.03077057721497,6.02965222139181,5.36607875264691,5.76322974402416,5.32739886835752,5.04410916331074,5.53456701583685,5.91954385441495,6.14862235847079,5.32106965392264,5.64550762718707
"FKBP3",6.04663292751905,7.06531392637927,6.67799003645896,5.72941271832134,6.45815224717507,6.98357704989336,5.67343362232345,6.56451660351811,6.3698837318572,7.32428115966846,6.40587460732206,5.94543921377211,6.72972651925116,7.47324348691282,7.67788429022137,7.19672313012576,7.56823032910615,7.42002128987554
"FKBP4",8.62335171325907,8.05054363065427,8.06876802941265,8.89020178297841,8.04100352282421,8.15457890892075,8.65421334154027,9.27394769908532,8.86878022125652,9.14781193450047,10.2042765930839,10.4485651040996,10.4352147397549,10.3683177538556,10.1914197085624,10.2583915521521,9.78997453264926,10.079487707543
"FKBP5",8.05906312811252,7.71973677851037,8.73436777579726,7.85313279166962,8.44933424871016,8.37062576031699,8.81601026223579,8.53340576229446,8.28781226120625,8.31933828792278,7.78630230556945,8.28336312372399,8.12197379521502,8.43588255042458,8.46372002862692,8.53080276147315,8.30410728150413,8.11420442160384
